,Unnamed: 0,time,iiwa_joint_1,iiwa_joint_2,iiwa_joint_3,iiwa_joint_4,iiwa_joint_5,iiwa_joint_6,iiwa_joint_7,link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
121,121,1639136564079528268,0.2697296469866912,0.07006908153922707,0.1786249955428474,0.4918972445549907,-2.7751921048956985,1.8718875642778263,0.8195341914406553,"[0.06517604927527064, 0.08262061826729292, 0.30190942627357176]","[-0.12153896599102479, 0.13651778088517982, 0.33713789919918086]","[0.17313352249890324, 0.15320064319499388, 0.4875468505525096]","[-0.16954390738559277, 0.17514191671787116, 0.5351580548722028]","[-0.21201410071571886, 0.2693369981163224, 0.8362888513641874]","[-0.10784982778806987, 0.22062232398247014, 0.9711071265458581]","[-0.22064969292959, 0.47023027375763793, 0.9380481199586481]"
122,122,1639136564179534565,0.4904206951912316,0.1710211971727995,-1.7605169455529484,0.7247315794689939,-2.2840668713758285,-1.5119303637998152,1.902117050861793,"[0.03842975225979857, -0.04541929630811818, 0.07378913517088612]","[0.09021570211443476, 0.023044763665517096, 0.2943132500321345]","[-0.16840176967925152, 0.04194406618762913, 0.5336374560155539]","[0.04373510405614796, -0.1809468432314139, 0.7138814818787601]","[-0.19158943084572055, 0.0013818818416817258, 0.8242096952093094]","[-0.0866725852167165, 0.07405578647528485, 1.0345927139115945]","[-0.196621292348219, -0.05666889032499196, 0.920405070650066]"
123,123,1639136564279528031,-0.04966800502329116,0.5331206032390471,0.8137890741715283,0.5132102778065186,2.6498879679442875,1.6013215633787268,-2.2084150170486403,"[0.089215438882304, -0.04826254649949526, 0.03477707607332542]","[-0.06965618121905197, 0.03087606306993186, 0.4141805597459742]","[0.1095686730965417, 0.09303868554814254, 0.45143048119312146]","[0.07303240733700757, 0.18305159445568514, 0.8632401994509942]","[0.014270996373670693, 0.40962075160625555, 0.7931158455700791]","[0.015632123554273666, 0.30516858352326404, 0.9752447440561065]","[0.08373037881030157, 0.31391760688835846, 1.1291426955776593]"
124,124,1639136564379565862,0.6111168209223488,-1.7908021283945923,0.011222654584921003,-1.1458462967011291,-0.6465991214186513,1.2804309549668362,0.7041876182999798,"[0.18290863273392752, -0.012367526744989463, 0.1589982807859867]","[-0.025531618659899, 0.05459699913500197, 0.2981416367241721]","[0.03915962775274118, 0.003077657739965503, 0.6798432788648583]","[0.119234060372683, -0.010097446401864543, 0.7473113646636287]","[0.13180893415613412, -0.030905728706953683, 0.8451978038109484]","[0.2592753380097761, -0.11319588842889003, 0.9391789834538689]","[0.1401092280612088, -0.20682133923234433, 1.0517013780591813]"
125,125,1639136564479535722,2.774426663210324,-0.13142595998004605,0.18650616445851398,1.1667323797741678,-0.9274718136433946,0.9771707964151184,-1.7524033939587025,"[0.023224378355184136, -0.07620567169801752, 0.2605838235497353]","[-0.04662879218780517, 0.045304754929102006, 0.40435013348418203]","[-0.0864496795835116, -0.13605523329143007, 0.29756852154526]","[-0.3876793850166985, -0.2529030759845695, 0.37430171456224276]","[-0.5105871710809164, -0.348836752130333, 0.47119234627941736]","[-0.5399637075808568, -0.3955198874420726, 0.6844377032897826]","[-0.30282542496841447, -0.5856729121142591, 0.5552079704147364]"
126,126,1639136564579515987,-2.631867564156255,-0.6491605868736476,1.43083453486584,1.4939379559310453,0.6630157621678534,1.8908757035533617,2.1220844166720947,"[-0.055363918301085835, 0.09614684873468296, 0.3125582481266621]","[-0.08509943558357333, -0.04313951761069101, 0.5340397657927577]","[0.2185877385027738, -0.11758700710838234, 0.5964250584854746]","[-0.08953418976778661, -0.05208613048448169, 0.76447942044198]","[0.24018473928654951, -0.22880382965374707, 0.7578933700961471]","[0.45589367370001327, -0.004196542951488712, 0.8250453244951058]","[0.49945032674109174, 0.04193395564228122, 0.7666586294221117]"
127,127,1639136564679591034,2.69369449371754,-1.949497438818884,0.2535763622446283,-0.057053130706205664,0.7809332184625649,0.005839203087158129,2.7759475238308613,"[0.16956779206243527, 0.0962215636548552, 0.07193118569375631]","[-0.056065053899918255, -0.07482866725015788, 0.3745818849606213]","[-0.03562002580314316, -0.005672330992294222, 0.561841084366873]","[0.08858499743000975, -0.02659155802630786, 0.7799768244234766]","[0.1280092110050055, 0.18486970594911423, 0.527975582067344]","[0.10148101090751772, 0.5595388166336515, 0.6454662927556722]","[0.20943536229041088, 0.3837294648248867, 0.5643181526272991]"
128,128,1639136564779682159,-1.9367287481567528,-1.4198315582062624,-1.7237939335748356,1.940176144079936,-0.4831204602009902,1.0827617309252702,-1.0301206245895842,"[0.053365041195779055, -0.024742888069752163, 0.1991498625484112]","[-0.08175348341560204, -0.12733878335781862, 0.17730571498112502]","[0.03374240463071307, 0.07872172403938307, 0.2961516484025696]","[0.31580968893723715, -0.05329786956019597, 0.18736575387763318]","[0.4764039801234275, -0.2485328665985804, 0.09374368576415695]","[0.7094294496723407, -0.33432393618113804, 0.19168458304955582]","[0.8143299239640747, -0.4274135265186148, 0.12150027978200886]"
129,129,1639136564879504400,0.4429408794169909,-0.5962733849562327,-1.6106065871186748,-1.3627291573429123,-2.74347520861774,-0.32575393572887945,1.7298262549382453,"[0.06367741474738696, 0.20858586692772463, 0.24208248826165535]","[0.2077940384204487, -0.05210352001456414, 0.3541754609410334]","[0.14311212986596406, 0.2763842737362726, 0.45426378303339515]","[-0.000984941989666227, 0.49362680501826806, 0.49728474704311554]","[0.3333529335247688, 0.1645768976588855, 0.3148050545346197]","[0.32031025692325543, 0.0484828491432966, 0.45612893848094144]","[0.2495096840960373, 0.1450410287141496, 0.32709799855836025]"
130,130,1639136564979539165,1.3056393538783009,0.2784858168293143,1.3295235544879929,-0.3220327990123475,-2.0352958140760795,-0.17903878344423596,-1.1411407030850371,"[0.026790870494749094, 0.05370065281500404, 0.05700835641763932]","[0.08674082244646904, 0.021517415126635558, 0.38567240404282677]","[-0.19240227422646816, -0.10144398982789778, 0.3543913816290719]","[-0.29400783027580124, 0.010771838395021605, 0.8249154790362376]","[-0.18040957632531612, -0.34352805636041767, 0.7855190647004033]","[-0.15131154840683808, -0.5568968749673451, 0.952181771085758]","[-0.24800875464422067, -0.39934985742065354, 0.7917798989402407]"
131,131,1639136565079541235,-2.1302167879440166,-0.4101108165083571,1.8663210830660364,1.0624961697869315,-2.319424851871969,-0.6375219223307829,1.6395153896347527,"[-0.08657906356379148, 0.006861975658154196, 0.21297804900703993]","[-0.11393206125991387, 0.11894132852130207, 0.3118205515582514]","[0.07476359920437683, 0.15771338701223625, 0.675064650882332]","[-0.016707849717081467, 0.2038449403103656, 0.5254399337895415]","[-0.01570086465087563, 0.3165271138559943, 0.9916597039325812]","[-0.025614930992742736, 0.1579874619212751, 1.2424854453341934]","[-0.08391730642132317, 0.2151701718464693, 1.0543688137541554]"
132,132,1639136565179639334,1.6442116513705265,-0.1888251426310852,-2.3144298848047797,0.07339794481355888,-1.0605050499923083,1.7804286241945708,-1.0427343200667891,"[0.014267371246792305, 0.03001751937767391, 0.1649256716265891]","[-0.059331911884349914, 0.030187342470690232, 0.2339055579539806]","[0.23594202337020548, 0.04211013721971277, 0.44349162015025534]","[0.14954533384516755, 0.3441011610037392, 0.7004911408549626]","[-0.00698148988783788, 0.12260977466379847, 0.7077833632614619]","[-0.2620715687844156, 0.22924544951239226, 0.957898205278378]","[-0.4277662649666502, 0.4260242646692036, 0.9632327525359038]"
133,133,1639136565279535239,-0.9585369991249424,-0.3090308299203983,-2.9061632984194365,-0.9470521462251392,-1.2089392781478123,0.8680709012980872,-0.7869522846634385,"[0.2726315957141751, 0.1250199005315846, 0.13953983599764622]","[-0.05167738448572928, -0.17163053108225595, 0.412680324120242]","[-0.07537947610846732, -0.3022042183337995, 0.5745649014413894]","[0.015358872939609742, -0.03859309545296213, 0.6660885519359048]","[-0.10725614212902435, -0.1363598896526225, 0.9201568132143632]","[0.048727376496438435, -0.1735883210815083, 1.0676048301537349]","[-0.07666751033612104, -0.2282875000310698, 1.162832808329424]"
134,134,1639136565379587814,0.5178473359437552,-1.3774829342158723,0.15743144740184922,-0.8846739090698008,-2.4040495227576866,0.6371691367103951,1.398153076665848,"[0.040189748604484155, 0.025826858114604268, 0.17031611866929214]","[0.0057654377599755365, 0.059895419692933105, 0.3462062537880647]","[-0.019703007556273258, 0.23711921248399628, 0.4530704384600798]","[0.06357452050206049, 0.21673400350650052, 0.776812012914835]","[-0.17343880384998067, 0.199244436551938, 0.8432290973576085]","[-0.1415052209656351, 0.47177080507288993, 1.029271403916908]","[-0.6004554950609124, 0.2841812479465464, 0.966142833885144]"
135,135,1639136565479635702,-2.094463419823846,-1.1277453546075176,2.5380796493239743,0.16700154983144788,-0.0992233647773202,-0.5581845217041987,2.395363852034895,"[-0.07999414088936306, 0.07723488400229668, 0.23942301105002814]","[-0.11472136139254972, -0.03250692324264258, 0.31309059359044494]","[-0.1484238978520278, -0.1248147249489667, 0.08504167912590926]","[-0.3285775720692642, -0.14209980799814473, 0.3660727193229778]","[-0.5405661302279199, -0.303285616839149, 0.5997029772893646]","[-0.5792885261174724, -0.2185077056701971, 0.6899444373092642]","[-0.5664038134876519, -0.25034857984961595, 0.558133833557122]"
136,136,1639136565579692627,2.4904316100756843,-1.3403755226193868,0.4061531652847834,-0.8430016599239323,-2.0650573165129984,0.4712151845284378,0.6001198694382097,"[0.10819396770612494, -0.04814219408709889, 0.06557729959568759]","[0.053946238321034914, -0.03371706581173458, 0.42674835526708765]","[-0.012083020793879962, 0.1560237961384852, 0.4369609631520514]","[0.16880589358814538, 0.33284656940724877, 0.4258133146071192]","[0.17753738014519585, 0.5838971865327035, 0.4331469404315773]","[0.3732180396890752, 0.7008674656887093, 0.8288606470971158]","[0.23225962950464135, 0.9247649501926386, 0.7248580390630885]"
137,137,1639136565679594740,0.5120968700753292,1.8162831885010664,-1.7930910161274531,-0.11272066871595032,-0.15773896661000994,-1.2329309848863583,-2.1657544387629946,"[0.06545082447942556, -0.021517729466990418, 0.20839557800190242]","[0.09921162396227705, 0.05915773869329628, 0.30859279475770246]","[0.1584986717714847, -0.042338539274774115, 0.1580927466229797]","[0.41116332303000713, -0.29266454760554855, 0.417654462521321]","[0.31551740818024204, -0.38624014268388995, 0.6504928970985255]","[0.5474666111929851, -0.6710529077868683, 0.6214490580752428]","[0.4117072183769556, -0.3581305771439954, 0.6033331298296432]"
138,138,1639136565779580747,0.9882879108846256,0.8718360945580849,1.7615037873968402,1.3418369820187972,-0.34259904537900354,1.616041018750972,0.03625414757777223,"[0.031532986041808826, -0.08856965484902303, 0.1296646673612506]","[-0.1615297236114014, 0.06592813711826721, 0.4826330285984015]","[0.21260641120755078, 0.08929814724533093, 0.50779605049624]","[0.34582302800453996, 0.16823134650650495, 0.21573640504552583]","[0.5478344934688214, 0.26487896601320626, 0.3243914920258695]","[0.7045640060037429, 0.38003671187028093, 0.14451728832610777]","[0.5725381491777245, 0.45467931710027365, 0.056189444759550095]"
139,139,1639136565879506759,1.2939581376612197,0.5628607244915438,2.456864030986607,-1.9455249649743969,1.3690345786247282,0.8297478081841927,-2.6758614783053742,"[-0.06905143155759189, 0.11448649415261264, 0.26924962778402994]","[0.024026113426588256, 0.009455176089134232, 0.2220157093288285]","[0.18456206728054525, 0.21884548798933912, 0.48872143647537025]","[0.09352200239858967, 0.22199577648877916, 0.5270170291078199]","[0.3824475713339015, 0.1770499550388984, 0.550349703285795]","[0.6112519579811407, 0.09467677742475862, 0.49113068174101454]","[0.47989723852151517, 0.26105875826137087, 0.5549368354514137]"
140,140,1639136565979580996,-2.759366013937858,-0.4207013380665625,0.7249448727401657,0.9699486208758552,0.6011796100729541,0.0075024778207106735,0.5216842681727054,"[-0.029201657144469248, -0.06336004081793016, 0.23230958836654447]","[-0.09780947363757331, 0.1250632112686991, 0.4510409465031734]","[-0.08171310058690963, 0.05061872362690848, 0.40508325021223]","[0.08610693982654312, 0.25862094803574304, 0.7753323586394697]","[-0.21228279183978455, 0.35354720106778925, 0.8915479270380331]","[-0.42977686583441876, 0.10454159717190133, 0.7353567336161755]","[-0.19041663914856227, -0.20341861798048794, 0.7643148582614586]"
141,141,1639136566079520013,-0.2849286818960257,-1.9352233062850541,-0.7420545573858699,-1.9256679944345318,-1.1762925155855564,1.4451939332549095,1.209210180537926,"[-0.26420312933458673, 0.1316397535226174, 0.12493502460695247]","[-0.11260470426262435, -0.21850625209168273, 0.3886278711211273]","[-0.11130181875073046, 0.11458803991793161, 0.4421194271535726]","[0.1628604209972986, 0.2143457450821331, 0.678554468249776]","[0.35900784805635944, 0.2958861029167369, 0.9374589400475327]","[0.3590870292652883, 0.30942209921363745, 0.931116042690129]","[0.4064798887502316, 0.55491566687317, 0.9735609234948737]"
142,142,1639136566179532566,-0.2109727069838913,-1.5407357691738417,-1.5857432973097518,1.8112784058336597,-1.207912761136221,0.6906206122313572,-0.8965612308923725,"[-0.018060826996493192, 0.24298339573655767, 0.20493610363018946]","[0.00825495491635362, -0.133493779656739, 0.2640402701262774]","[-0.3090075635427707, -0.06034169614390901, 0.2530697538660045]","[-0.43432119446112805, -0.00955136485050738, 0.08934099102678228]","[-0.344482987430383, -0.16504608213265967, 0.2688379903796851]","[-0.5034515213071702, -0.10019684873258583, 0.5803034691465758]","[-0.41789382431718125, -0.3572619010458665, 0.5111715191169897]"
143,143,1639136566279780853,2.332555964476648,-1.5895636908023771,2.6038783329394053,-1.4051703106252051,-0.7218683129688865,0.5294559296725563,1.045221942931128,"[-0.10440181160413396, 0.03823223982486254, 0.24868609455389548]","[-0.020547626403621875, 0.021568170496632278, 0.36663693109633055]","[-0.19597510274167776, 0.1729664928026046, 0.34191768215170637]","[-0.18837616921754352, 0.24957641775115563, 0.17873674535965065]","[-0.31211172390006564, 0.26608569021876216, 0.39914905242908755]","[-0.1198748905210526, 0.42821420948557637, 0.39219567515995013]","[-0.08944449911723049, 0.36037908517197237, 0.2237196166476476]"
144,144,1639136566379539913,2.489712239385204,0.11150925935895416,-1.835276308042366,1.5960942336450137,-2.0338131178000403,-0.9187293562231584,-1.3210109662595564,"[0.17117269289182657, 0.024294750364689366, 0.27602095774484225]","[0.05461338821933114, -0.18256957350541447, 0.15226382938650135]","[0.12440130564794413, -0.12482462594701282, 0.2606245722848939]","[-0.005614935824711231, -0.2820005700824351, 0.27864579738883793]","[0.22240895982182968, -0.16899386310806708, 0.11130182478607817]","[0.2162024149021765, -0.7667666368526744, 0.17913643679509056]","[-0.07440762030257767, -0.3486296356191682, 0.09187519628158425]"
145,145,1639136566479641430,0.08664408354988806,1.2511323013728672,-0.6133640671604983,-2.0235250885739364,0.12250117697975725,-1.0806779272013751,0.4442556769939357,"[0.09059144899685259, -0.0806231588056663, 0.19495556845570278]","[-0.0529287067190429, 0.007836177677959907, 0.3186755489865767]","[-0.07322293371369026, 0.08361755565453083, 0.4699882286495153]","[-0.05905119607749394, -0.1200948639941575, 0.7020809500969915]","[-0.12513077338030648, 0.04747657662064225, 0.5367319220014868]","[-0.3041218550310962, -0.18063409815741593, 0.6379732483511866]","[-0.543419025288687, -0.08405846104965839, 0.9814262281431335]"
146,146,1639136566579484733,0.3524084657604329,0.5469934014320263,-2.0482251618228005,1.3843314179958033,1.7482665980575691,0.019310682739108742,2.7078044309392326,"[0.03415653447058289, 0.036438618994754236, 0.19586288102652813]","[0.03712052959111759, 0.12997585903387934, 0.4934316195182737]","[0.20206570075109523, 0.21020284237383663, 0.3458705004342686]","[0.2521020729998402, 0.13453483675516248, 0.6316627805942739]","[0.383000942797472, -0.025760039419000083, 0.34899781085112713]","[0.41807788582725247, -0.2013192456878787, 0.09662696878537978]","[0.49838967415576363, -0.1764842083945105, 0.13372502685905271]"
147,147,1639136566679478664,-1.1060131496203334,-1.5155984565275975,-1.7691124748402232,-0.11930054822168867,-1.1847240610436045,1.2278551717708837,-1.958894897165912,"[0.0985124313214458, -0.0815282603399287, 0.2225680746194773]","[0.2972798785271988, 0.027355893003131806, 0.3333760873139746]","[0.11534082187450134, 0.02087202433110308, 0.442319407387163]","[0.07136063347771938, 0.07147448819119001, 0.6486124017728854]","[0.34734287615750936, 0.14798984209775043, 0.6814681765125197]","[0.19288318638345525, 0.47214179093139585, 0.7649757234337813]","[0.04296750389995291, 0.6187242832386801, 0.6425360561817921]"
148,148,1639136566779684965,-2.3362346390720226,1.386872166275627,-1.6674915504998389,-1.2731726091590057,-1.737916209030899,-1.3623932042491247,-2.000726262352607,"[0.14762508500530866, -0.052079286669144645, -0.04221448815162279]","[-0.11098192869745467, -0.05121043088729574, 0.45458430946497447]","[-0.08016754294009032, 0.17429213483152367, 0.3567787666863198]","[-0.04566376241088674, 0.518302055884202, 0.23135293886230315]","[-0.22371129047230492, 0.5134373091890575, 0.42456585741559877]","[-0.41708573393409215, 0.763460432253245, 0.5180993492884389]","[-0.35467116852031566, 0.6552511811263565, 0.3830274760410035]"
149,149,1639136566879576476,-0.20684342971935754,-0.22492373444775413,-0.3036805366854951,1.8888177540245668,-0.6968316255257894,-0.4787330919127155,-2.3859366300603364,"[-0.0033427494005816684, 0.09795305886534496, 0.2636016251826663]","[0.04845750855336467, -0.15261110349014684, 0.48137209303089556]","[-0.12700196339312653, -0.3399686876089083, 0.33146239445653797]","[-0.4341572062327819, -0.502316003427919, 0.4227355578270902]","[-0.4422108281271886, -0.16642863521873763, 0.3939043358308081]","[-0.49656115101870946, -0.13889669044271657, 0.4205728574905725]","[-0.5810249503474871, -0.21224432575803073, 0.32134051631777705]"
150,150,1639136566979524000,1.6838476263238484,-0.5015739002650124,1.074023294869677,-1.7955734483306718,-2.7231517585575435,-1.2107865518859535,-1.3080350729835506,"[-0.0740143962983275, 0.03289930323511243, 0.20764126410700867]","[0.09826945068713563, -0.020757531402934747, 0.33642371098536894]","[0.029088954137171684, -0.0010152602671565855, 0.5769563160246324]","[0.0052551483019333545, 0.022555797004769285, 0.6711042504849006]","[-0.1729511459840487, 0.04656181413707036, 0.5397743819778089]","[-0.44771011304859887, 0.10282038272305409, 0.3221179885371134]","[-0.503881975392186, 0.3521107564018252, 0.39830565253018546]"
151,151,1639136567079578828,-1.236822842904691,1.5200283887393182,1.8677166517924408,0.9971891108504436,2.1589716164191066,-0.9490403530878152,1.1949898482559056,"[-0.016844622317572232, 0.11176807148072704, 0.19206879287276407]","[0.07409511877326179, -0.03906633110678388, 0.2919614463367025]","[0.004761477019962967, 0.01676273375398213, 0.6283820695368695]","[-0.0023721662744550474, -0.13857490977863576, 0.5174729436369178]","[-0.07701095834797156, -0.022947998808550266, 0.7139704386578413]","[-0.2732887351378494, -0.23907986937506936, 0.5787805379138832]","[-0.10380336481355867, -0.13372513290780114, 0.5978213948352206]"
152,152,1639136567179531542,-2.596331809555522,0.5034764661804152,-2.5087818111014726,-0.4718925390247746,1.5296548166423656,1.1771702943137463,0.3367192960733112,"[-0.1744991946142738, 0.08144619535764698, 0.3412244933802462]","[0.11329602958277436, 0.14119645071048206, 0.13639480969541978]","[0.0642895316913161, -0.1040903337086237, 0.36831190549810316]","[0.21254881019440985, -0.2682266470947611, 0.3203501842744889]","[-0.007330240852898438, -0.5753825984467555, 0.18623579945837723]","[-0.03744588651305746, -0.7058564546355531, 0.2736903374460447]","[0.15918581214438404, -0.8842580444402535, 0.4643229181441261]"
153,153,1639136567279527566,-0.08601334602628175,-1.3231367993384897,-2.8633656708551682,1.5646877236600318,0.35475369646244514,1.7070654672440946,0.7730301159015505,"[-0.19056480504995457, -0.004464602594882705, 0.09275303226193532]","[-0.07257798653211404, -0.011262056315448543, 0.25459210035482777]","[-0.17510685162554712, -0.12907691376840252, 0.40938424979861354]","[-0.36142247124701804, -0.0010176162234242503, 0.6155126124419378]","[-0.2099621719436065, -0.16059330519685083, 0.7401638415609076]","[-0.20610054838857272, 0.13092115649704705, 1.1409713869218676]","[-0.26949581927429, 0.1988606603276491, 1.208404372395508]"
154,154,1639136567379621755,-0.28542365019313204,-2.054602455137972,1.7413152314025315,0.5474331034946824,-1.4854452744998372,1.9618705384281685,-2.7007217016836886,"[-0.12039282186442474, -0.10448082936016459, 0.1512933160956923]","[-0.0550939628386912, -0.08074314259399445, 0.4758751247992091]","[-0.3006012692332165, -0.06560350743172451, 0.3775790153710293]","[-0.14548160319283565, -0.08011868266155406, 0.4027137287317792]","[-0.5232259215021743, 0.14569738429694196, 0.6337446723044666]","[-0.1817552253860099, 0.2694800137152681, 0.8406649785363266]","[-0.21209719650035003, 0.09079576697798473, 0.8559900455501195]"
