link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.14518933510045343, 0.1314529073389431, 0.2642359575707086]","[0.2765511144764192, 0.2503864901700956, 0.1956875382298845]","[0.14556271973190305, 0.3348742015795703, 0.3364137513639134]","[-0.006147059791213091, 0.36049881544727713, 0.46334685170097445]","[-0.030480639843834825, 0.4485656848496435, 0.506908226742279]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.17299547100567417, 0.11862461844348698, 0.3500382722946782]","[-0.32951518286742304, 0.22595165417883661, 0.3591205186565692]","[-0.4818865926832311, 0.3703263116138067, 0.36535844790256966]","[-0.5801896500952144, 0.5434626059106538, 0.3533242258416359]","[-0.6561116885557636, 0.5548679225460338, 0.4192882526171571]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.00027989325839788276, 0.07932210888958685, 0.5344426000162321]","[-0.0005331300169264808, 0.15108973121829383, 0.7103668571737607]","[0.01650447549518938, 0.23882771580526307, 0.900397817964444]","[0.056618179857185924, 0.36767506766975144, 1.0472778392058197]","[0.10319737336346234, 0.2800650304453125, 1.0672865900373258]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1339219436821105, 0.11773746155087228, 0.4509180019111527]","[-0.2550894165379832, 0.224261831524786, 0.5512723845926384]","[-0.11783086490014436, 0.2560443840897418, 0.7069963691124886]","[-0.023685162419247577, 0.3349840939811251, 0.86412561179711]","[0.022622540802473737, 0.3178734882272659, 0.7757609480843737]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17312081154939268, 0.11512622594872446, 0.31041729039991606]","[0.3297539267602282, 0.2192880494269135, 0.2836519817140869]","[0.4951902415492152, 0.223432373927612, 0.15437069798178474]","[0.6268489825755, 0.28107601594741594, 0.016067854749744176]","[0.6813319985161578, 0.2640155374736974, 0.099650335260063]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14827110778239525, 0.14448230960269734, 0.3752213118559152]","[-0.28242115768140685, 0.27520439924257145, 0.40708821305884735]","[-0.46175700150440574, 0.3825689876099213, 0.42737368285874366]","[-0.5974074465459418, 0.5165453239738762, 0.4859722157288202]","[-0.6737948921981702, 0.45250031083667774, 0.5035416334477989]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.08872580015429254, -0.12147762773455767, 0.4865295818152935]","[-0.16900152410267927, -0.23138595759020447, 0.6191039653624356]","[-0.30413873376881095, -0.32155612290442936, 0.7521726538314263]","[-0.3809646092260984, -0.41409293148703424, 0.9112927780067415]","[-0.44971428476499653, -0.340084813488932, 0.9177557946147382]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.11571443000084305, -0.1474038747410571, 0.4347748299966969]","[0.22040843809758665, -0.2807692852205006, 0.5205234857079588]","[0.3476394632052002, -0.35638459602098765, 0.6695019775200711]","[0.46369340817313637, -0.3703575647744422, 0.8311210605566798]","[0.4990992377122577, -0.4573012195918197, 0.8689723237013015]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.055974859139544655, -0.18741804809780138, 0.41642833500422693]","[0.10661877931252287, -0.356986758281779, 0.4855777809604688]","[0.24981743486151053, -0.4791798462403319, 0.5786529887449036]","[0.42318282424399367, -0.551252088319366, 0.6459918607725905]","[0.40980677675068117, -0.5914691902403366, 0.7379111518193285]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15743709051721838, -0.11096207801331259, 0.4236718577087941]","[-0.29988017241427245, -0.21135633907220688, 0.49937496706440576]","[-0.495885200306421, -0.2525241126569985, 0.5625195904227681]","[-0.6611829126064784, -0.349248493022973, 0.6182470571800646]","[-0.6353994883897558, -0.2837985700162543, 0.6910276357300809]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1350433336040044, 0.1458581931470112, 0.27226016282122656]","[-0.2572253973402867, 0.2778251298044723, 0.21097173870713543]","[-0.41522409134767646, 0.39491459329726986, 0.1373071594921013]","[-0.5930954646730353, 0.48283972711733747, 0.1169249271787838]","[-0.6233531360590119, 0.5310324506108278, 0.03321456506883805]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.01974393155142703, 0.04162804333927375, 0.5448835844440353]","[-0.03760748867024183, 0.07929151112206217, 0.7302544465600586]","[-0.057188389767847764, -0.09704870779366948, 0.8425964044607361]","[-0.023847671231885748, -0.278077893366868, 0.9194164569093658]","[-0.03888769348901548, -0.2548018657465856, 1.016768982653308]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.13673303329210537, -0.157552221530447, 0.3641117211654613]","[-0.2604438729366439, -0.30009946958241696, 0.38592708793417296]","[-0.11960506566181284, -0.44778913349214894, 0.3364074601121327]","[0.02602560513250196, -0.54815807723032, 0.24419969006599307]","[-0.008485532209821456, -0.6432861500723261, 0.24193669278245944]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.11220822662021208, -0.08874781942150217, 0.49373073351374985]","[-0.21372995546651613, -0.16904346556551353, 0.6328204447880682]","[-0.2512003628400079, 0.007569804282082371, 0.740075847845466]","[-0.258759364754007, 0.19972311858612204, 0.793032955886192]","[-0.35337968633304495, 0.20987297164700724, 0.8275215804908627]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.1425466767534293, -0.12866432016138557, 0.4250055154914185]","[0.2715174795309767, -0.24507489554481632, 0.501915267602666]","[0.38979434390961903, -0.37282019163970737, 0.6193534329424941]","[0.48339543767123877, -0.45554402885487577, 0.7748529249128117]","[0.4827733135673108, -0.5564725076307382, 0.7672014457362312]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.16723342029251878, -0.12632082269768774, 0.35326773870126843]","[0.31853984817566344, -0.24061109085347943, 0.3652718832405505]","[0.39597599645526177, -0.3709824831478085, 0.510554170567183]","[0.500426993583875, -0.5156417322111824, 0.5997067412494647]","[0.43797110755741075, -0.5613805329122002, 0.6649195805610749]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.01640649251764581, 0.0005938140681629341, 0.549357288834473]","[0.031250461938378465, 0.001131074416479569, 0.738775788256136]","[0.11500767867333409, -0.06769614432859104, 0.9186300142410483]","[0.24406423175483946, -0.10526384668661086, 1.0659988163881098]","[0.19685612967588179, -0.09717129500297239, 1.1551694152722176]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15914904763091692, 0.02477570469551965, 0.4747506775308107]","[-0.3031410431063404, 0.04719181846857187, 0.5966679572015743]","[-0.2900961107184471, 0.22911269722427582, 0.7007574552873456]","[-0.33277205672842924, 0.38346371093110343, 0.8196650589122935]","[-0.245416312172939, 0.33884011671639164, 0.844629007568639]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.020684571112040584, -0.18926284096805338, 0.4286099630211653]","[-0.0393991830696305, -0.3605006494630765, 0.508780881945041]","[0.12007412850460836, -0.43568715985984185, 0.3946964765694473]","[0.23989520564414313, -0.5592137217774522, 0.2938570598023095]","[0.2681445547851769, -0.5088438862000454, 0.210728581306592]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.11799677519205828, -0.15342041739379184, 0.2585203303210577]","[-0.22475576226984048, -0.2922293664649206, 0.18480062918293083]","[-0.23203411521159767, -0.3629731570700221, 0.3823919793713354]","[-0.29488131399123835, -0.44769282043703634, 0.551676645672014]","[-0.2670079871267737, -0.3753174518203352, 0.6167179684376477]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.18186477669428724, 0.053945092222189586, 0.24991598353161376]","[0.34640909846502843, 0.10275255661458166, 0.16841139720303833]","[0.21367477426429154, 0.0054778996872525305, 0.03795358678662766]","[0.054755107382091994, -0.09107020821884974, -0.03420937003889579]","[0.14217207070053695, -0.13972243180504396, -0.049595261768029336]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10739916528415233, -0.15592289458627498, 0.43084861165755217]","[0.20456983863570494, -0.2969959896886566, 0.513044974585849]","[0.18594296443901165, -0.3808740046190877, 0.7046631317865459]","[0.11297202917273236, -0.4754533687632756, 0.8643956472129473]","[0.14272266565155145, -0.38026289440036487, 0.881691982653415]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.0023923039237665616, -0.20902772272245224, 0.3600421559569318]","[0.004556769379533365, -0.3981480432808545, 0.37817553515602154]","[-0.06598348617201344, -0.5138494167144997, 0.5386039133572943]","[-0.08015800420789781, -0.6533031392434998, 0.6805061061213779]","[-0.17440680736288072, -0.6838469413069177, 0.7012360183103874]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10809796429295929, 0.15613967411134624, 0.2503605428166778]","[0.20590088436831605, 0.29740890306871515, 0.1692581767937075]","[0.34530576073777863, 0.1404573333615437, 0.163558596908337]","[0.45702208346561446, -0.016419172304748986, 0.21545961044471837]","[0.5500494140893064, -0.009660096302550603, 0.17614395645515804]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.11780250441974548, 0.131624719982744, 0.45356717413892145]","[-0.22438572270498444, 0.25071375234747917, 0.5563184269312458]","[-0.3702367349711688, 0.3809318506521816, 0.6329391101364757]","[-0.5438418133919598, 0.47336904160962456, 0.666122426342187]","[-0.5580409257029417, 0.5501835095244489, 0.7304917725291923]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.043903861460721845, -0.02099346420043862, 0.5442834437973441]","[0.08362640278189146, -0.03998755085880118, 0.7291113215187598]","[0.28044789000166276, -0.10719886320787604, 0.7581619955369727]","[0.45593380050781634, -0.19830324799127194, 0.7319098282537712]","[0.48476931747030944, -0.10219188436026216, 0.7451992504569214]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.14698715550050054, -0.14026698193519982, 0.2868967995629076]","[-0.27997553428731714, -0.2671752036854287, 0.23885104678652858]","[-0.43382503274763473, -0.36571562099981153, 0.13531304420285853]","[-0.5380777376322008, -0.4573446770522237, -0.00793492126679668]","[-0.5968940426546043, -0.5311705496997159, 0.028614672319833667]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.03792212893786627, -0.06996379056469956, 0.5343372844994976]","[-0.07223262654911734, -0.1332643629799048, 0.7101662561895343]","[-0.06601542355009546, 0.07592597171015093, 0.6928241035223649]","[-0.01028950492844763, 0.2608859522699907, 0.6431358998410369]","[-0.01979114516091829, 0.3096373571809613, 0.7313317577488736]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.09770416303130566, 0.15894263170235978, 0.436390540790474]","[-0.1861031676794795, 0.3027478699087849, 0.5236010300770585]","[-0.1094945873830411, 0.15283092292527448, 0.6491240735077667]","[0.004749340651787071, 0.007051868238461901, 0.723159754917424]","[-0.033255728954309755, -0.058736776913237386, 0.7900399377322128]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08349347263502942, 0.07443675827599136, 0.5177301579493621]","[-0.15903518597084065, 0.14178430147875115, 0.6785336341892821]","[-0.3480789944682463, 0.17450827251802833, 0.5931428841737404]","[-0.5127564061155667, 0.2638362577012287, 0.5246859549682242]","[-0.5845459486561716, 0.21782701464435494, 0.4701433006952228]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1065244440588166, -0.08301254106401831, 0.5008149894880908]","[-0.20290370296972257, -0.15811912583547305, 0.6463142656916266]","[-0.300056802560312, -0.23697870646811708, 0.814963136966784]","[-0.43406012167070734, -0.3264984225151206, 0.9324953491737419]","[-0.40731423324649296, -0.23104229831948211, 0.9529471414166311]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.03572239937359053, 0.024071780250528287, 0.5455345702760585]","[-0.06804266547405755, 0.04585101000025622, 0.7314944195734365]","[-0.2669210239035714, 0.06532790693119507, 0.7960548488960747]","[-0.46604474858335365, 0.05635682364615449, 0.8033864199653041]","[-0.5155982601291593, 0.06140461538438602, 0.8915025892649688]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13073683269722525, 0.14876348575019302, 0.409837711043174]","[0.24902253847021494, 0.2833590204771821, 0.4730242115107707]","[0.302378739301736, 0.46320947725838185, 0.5674007394635417]","[0.39790640214458717, 0.5982017100974, 0.678917790648187]","[0.40078477838392285, 0.6804394490937504, 0.6199757917425427]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.06273416971459904, -0.0834322625365122, 0.5222182249893199]","[0.11949365660000034, -0.15891859530711047, 0.6870823333129707]","[0.06663153752588462, -0.3341398831566516, 0.5841109943329309]","[0.030836834135883673, -0.4652698932765384, 0.43813788155122635]","[-0.05719249899449527, -0.5063969275541933, 0.4665085276514719]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.009054037059760787, -0.12940956992247266, 0.5051399031893902]","[-0.017245784876660786, -0.24649441889985216, 0.6545521965512436]","[-0.14252895078554675, -0.3243893681535976, 0.804006220319769]","[-0.30339031184844517, -0.3904397306196204, 0.9017071012528436]","[-0.2953652457932935, -0.35066721039836046, 0.9944391612432263]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.14603211328665444, 0.14086193122732218, 0.39415291515646145]","[0.27815640625965565, 0.26830844043367125, 0.44314840982179327]","[0.48336822435939025, 0.23278435207523973, 0.4700955591794488]","[0.6780711366284862, 0.2599336342805346, 0.5038325185811202]","[0.747975678352201, 0.18676716024316364, 0.50618030974222]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1010415169755445, -0.16281048306786716, 0.4259264711860582]","[-0.19246003233515258, -0.3101152058430523, 0.503669468925861]","[-0.18265952808333336, -0.4604341824048354, 0.6499847292435331]","[-0.1723707411852283, -0.6387160401197676, 0.7388340965675496]","[-0.13355059644479264, -0.6462027699836388, 0.8320136825200374]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.01708490252030468, -0.046517829854885034, 0.544069100089807]","[0.032542671466360515, -0.08860539020006594, 0.728703047790118]","[0.05010918713143437, -0.135177511054362, 0.9327188684671466]","[0.010489409699003388, -0.15485087135094094, 1.1272123699802965]","[0.09634539878967385, -0.12686846899890675, 1.1729422759048833]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.11175853154305065, -0.1737183663409215, 0.30215875499957323]","[0.212873393414556, -0.3308921263641694, 0.26792143809446395]","[0.34527342238531544, -0.48196429073836644, 0.3291377225279185]","[0.42926972219273046, -0.6307709006214924, 0.43202457530199256]","[0.43502775570672614, -0.6829483666730747, 0.345480672648555]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.005120517596090474, -0.20238183981457786, 0.28418448949606673]","[-0.009753366848765849, -0.3854892186944472, 0.2336847418972321]","[0.18762996086603945, -0.366318987055864, 0.1646027315099186]","[0.36499772635276356, -0.4064671912558109, 0.08266807787810157]","[0.4466953891936554, -0.3533903782114388, 0.11012411188501414]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.06770640826605667, -0.1407562980626477, 0.4803691805041589]","[-0.12896458717261422, -0.26810723440547024, 0.6073698676269401]","[-0.29420727059540047, -0.39445860634187924, 0.6361828227864524]","[-0.47417241115539077, -0.47876524994440006, 0.6191702383942878]","[-0.41123080934662365, -0.5568945020496912, 0.6057663312320278]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.09354562557031013, 0.17140297423750084, 0.2627326954061552]","[-0.1781821439426381, 0.32648185569093613, 0.19282418172604646]","[-0.0678706548559766, 0.4869032423105288, 0.27154110551331456]","[-0.01804619571590571, 0.6530019703744575, 0.3700968045212585]","[0.022773287278851306, 0.6869521325124386, 0.28391881255784845]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.053730948306463334, 0.10349737203487275, 0.514646154197461]","[0.10234466344169321, 0.19713785149453805, 0.672659341328519]","[0.26805502272748166, 0.3129920550899159, 0.7293857049935345]","[0.4552309044199884, 0.37605384027678757, 0.7571866143613514]","[0.44335787375440366, 0.3985020989503685, 0.8551692496868931]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0008961355076640507, -0.01977897693367905, 0.5490645570454469]","[0.0017069247774340393, -0.03767424177843326, 0.7382182038960855]","[0.19736013312108153, 0.03076723753308007, 0.7045197473366379]","[0.39164367686192225, 0.06964886182052166, 0.7274678175010562]","[0.33158651202853384, 0.14973086966057822, 0.7124511942960762]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.11571900378860334, -0.06453963263246004, 0.5029225214076933]","[0.22041715007400983, -0.12293263358484052, 0.6503286122051053]","[0.32971098480211475, -0.13089953690673173, 0.8294693003300688]","[0.47453208076288667, -0.1649512333507792, 0.9623294604007356]","[0.38465878323929037, -0.20580706309999608, 0.9846695939665436]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19771286467729265, 0.06927849258627868, 0.35449529599806384]","[0.3765959327183476, 0.13195903349855256, 0.36761008761532055]","[0.30103696133955754, 0.3220334190448825, 0.41517656534243774]","[0.28097822048316323, 0.5043827440139526, 0.4934763775936841]","[0.1923231916395628, 0.5531577816715472, 0.4960786001515355]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.009717907160459515, 0.0008384561225109863, 0.5497733521488162]","[-0.018510299353137156, 0.001597059281896789, 0.739568289807271]","[0.02292065332228786, -0.08426394699731142, 0.9266815276102882]","[0.0061661248228758285, -0.18919299352698102, 1.0954822117591883]","[0.06940012911484365, -0.181265441403661, 1.1741212899489502]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.13826031348490797, -0.13314814794266122, 0.2548198590368965]","[-0.26335297806714814, -0.25361551989012426, 0.17775211245126743]","[-0.3294631859844985, -0.10865728132432916, 0.04094367162605102]","[-0.42743284561040074, 0.04450816855077988, -0.04107328245870143]","[-0.4093136642152604, 0.0828784981257259, -0.13296943620781118]"
